device_mac, date, type, intensity, steps, heartrate
fc:5a:18:28:15:53, 2018-04-16 09:51, 16, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:52, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:53, 112, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:54, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:56, 112, 11, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 09:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:01, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:02, 112, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:03, 112, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:06, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:11, 6, 30, 0, 84
fc:5a:18:28:15:53, 2018-04-16 10:12, 6, 9, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:13, 112, 34, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:14, 112, 16, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:15, 112, 22, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:16, 112, 22, 0, 66
fc:5a:18:28:15:53, 2018-04-16 10:17, 112, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:18, 112, 35, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:19, 112, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:21, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:29, 112, 18, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:30, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:31, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:32, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:36, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:43, 112, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:44, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:46, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 10:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:48, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:50, 112, 12, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:51, 112, 17, 0, 62
fc:5a:18:28:15:53, 2018-04-16 10:52, 112, 11, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:53, 112, 11, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:54, 112, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:55, 112, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:56, 112, 18, 0, 44
fc:5a:18:28:15:53, 2018-04-16 10:57, 112, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 10:59, 112, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:01, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:06, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:16, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:21, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:30, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:31, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:32, 112, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:36, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:43, 112, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:44, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:46, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:48, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:50, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:51, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:52, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:54, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:56, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 11:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 11:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:01, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:06, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:16, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:21, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:27, 112, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:30, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:31, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:32, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:33, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:34, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:36, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:44, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:45, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:46, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:47, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:48, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:49, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:50, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:51, 112, 2, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:52, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:54, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:56, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 12:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 12:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:01, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:06, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:07, 112, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:16, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:21, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:30, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:31, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:32, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:36, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:44, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:46, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:48, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:50, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:51, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:52, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:54, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:56, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 13:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 13:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:01, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:06, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:16, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:21, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:30, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:31, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:32, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:36, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:44, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:46, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:48, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:50, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:51, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:52, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:54, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:56, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 14:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:58, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 14:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:01, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:06, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:16, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:21, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:26, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-16 15:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-16 15:28, 112, 0, 0, 255
